,label,content
7317,true,"Right now, Texas doesnt have an income tax and Oklahomas lowering their income tax rates, and guess what their severance tax is? Sky high."
7318,true,"Sarah Palin ""has had 12 years of elected office experience."""
7319,half-true,"DEP has 2,812 employees, the lowest level since the mid-80s."
7320,half-true,There are tens of thousands of homes right here in California where you turn on the faucet but you cant drink the water.
7321,half-true,The largest number of bankruptcies in our country are really as a result of health care.
7322,mostly-true,Marco Rubio has the No. 1absentee record in the United States Senate.
7323,barely-true,"If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change."
7324,barely-true,Oregon has the sixth highest combined death tax rate in the country.
7325,barely-true,The man who killed a motorist who fatally struck a 2-year-old was back on the street because he had received a 13-year sentence for bank robbery but only served two years.
7326,half-true,"When I left office, there was a $7-million surplus in Providence, but in 2008, the city had a $110-million deficit."
7327,half-true,More Hispanics have fallen into poverty under Obama.
7328,half-true,"This year, the federal government will have more revenue than any year in the history of our country."
7329,half-true,Any government-run 'public' plan ... creates an entitlement that will cost another $1 trillion over the next 10 years.
7330,true,"If you count United States airstrikes against ISIS, 75 percent of those combat missions return to base without having fired a weapon."
7331,barely-true,Says President Barack Obama is not paying women equally by his own measures in his own White House.
7332,barely-true,"Says that as a U.S. senator, Scott Brown delivered for Wall Street, saving big banks $19 billion in taxes."
7333,half-true,"The fact is, over 2.4 million jobs have been lost since the Stimulus bill was signed into law in February of 2009."
7334,mostly-true,The rate in which people are working (in Wisconsin) is almost five points higher than it is nationally.
7335,false,"If African-Americans vote their percentage of the population in 2008, ""Mississippi is suddenly a Democratic state."""
7336,barely-true,"Hillary Clinton surged the trade deficit with China 40% as Secretary of State, costing Americans millions of jobs."
7337,false,Says Ann Kuster said the debate over Americas debt limit is not an important issue of the day.
7338,half-true,On whether to eliminate the state income tax.
7339,mostly-true,"ISISsends out 90,000 social (media)messages a day."
7340,pants-fire,Unemployment and the housing and auto industry crises can be fixed by giving a million dollars to every worker over age 50 to retire.
7341,half-true,North Koreahas over two-dozennuclear warheads.
7342,false,The federal government right now does not deport criminals.
7343,half-true,On President Barack Obamas stimulus
7344,mostly-true,Emergency rooms account for 2 percent of all health care spending.
7345,true,"Says Hillary Clinton said all work-related emails were sent back to the State Department. The FBI director said, thats not true."
7346,true,Says Mitt Romney said he does not line up with the NRA.
7347,barely-true,Says Patrick Murphy is trying to hide his drunken assault of a police officer.
7348,barely-true,We had (a bill) in Florida where we now are prohibiting doctors to talk -- particularly pediatricians -- to talk to their patients about gun safety in the home.
7349,half-true,"When you look at what we have done over the last decade, we created 1 million jobs in the state of Texas. At the same time, (the rest of) America lost 2.5 million."
7350,barely-true,"Most of Ted Cruzs money comes from Washington, from outside the state of Texas."
7351,half-true,The 2005 round of military base closings has not yet resulted in savings.
7352,barely-true,Florida has experienced positive job growth for 39 consecutive months.
7353,true,"In 1992, Mitt Romney gave money to Democrats for Congress."
7354,barely-true,"AIG executives ... (took) a junket for over $400,000. Twice."
7355,false,Harry Reids plan is basically giving the president a blank check.
7356,half-true,Jim Renacci supports a national sales tax of 23 percent.
7357,pants-fire,Over 300K home owner suicides attributed to foreclosures.
7358,half-true,On gun policy
7359,half-true,Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits.
7360,pants-fire,"Obama ... gave almost a million dollars to the (Kenya) opposition campaign who just happened to be his cousin, Raila Odinga."
7361,false,Says he saw videotape of the people taking the money off the plane to pay ransom to Iran for hostages.
7362,true,Says there have been no cases of wolves killing people in Rocky Mountain states.
7363,false,Sixty-one percent of our bridges are in trouble.
7364,mostly-true,"Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations."
7365,mostly-true,Theres pretty much no question that [the curfew ordinances] arent effective in either reducing crime or preventing harm to young people.
7366,false,"Jeff Merkley was the deciding vote on Obamacare, which in Oregon has been an unmitigated disaster."
7367,half-true,"The new beverage tax will increase the cost of sodas, juice drinks, sports drinks, iced teas, and flavored water up to 50%."
7368,barely-true,Says an unchecked Democratic Majority in Trenton is responsible for years of diversions from the states unemployment insurance trust fund.
7369,mostly-true,Nathan Deal saved the HOPE scholarship program.
7370,half-true,"Legal prescription drugs statistically kill 100,000 people a year, (but) there are no documented deaths due to marijuana."
7371,barely-true,"The estate tax, which came into being by Republicans like Teddy Roosevelt and others ... is there for a real simple reason: In America, we've never liked the idea of massive inherited wealth."
7372,true,A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.
7373,false,"Every time the price of gasoline rises 1 cent, its abillion dollarsout of our economy that goes to Saudi Arabia."
7374,barely-true,"I had to lay off 48 people last year, which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls."
7375,half-true,The fiscal cliff deal increased spending.
7376,mostly-true,"Today, the United States has, sadly, one of the lowest voter turnouts of any major country on earth."
7377,true,"During the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person."
7378,half-true,"Says that during the first 19 months of the Obama administration, the U.S. detained people from nations designated as state sponsors of terrorism on the southwestern border."
7379,mostly-true,"Rubio admitted he ""would have accepted the stimulus money."""
7380,half-true,"As a senator, Hillary Clinton has her name on three laws in eight years."
7381,false,Says Donald Trump hasnt broken his promise to release his tax returns.
7382,true,We cut taxes for 95 percent of working families.
7383,false,The United States has a record number of abortions year after year after year.
7384,true,Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.
7385,false,Says the first word spoken from the moon was Houston.
7386,barely-true,"McCain is ""selectively editing Joe Biden's words...Biden actually said about Barack Obama: 'They're gonna find out this guy's got steel in his spine.'"""
7387,half-true,"Donald Trumps strategy is pretty simple. They have even said in his campaign its to get women to stay home, get young people to stay home, get people of color to stay home, and get a lot smart, intelligent men to stay home, too."
7388,half-true,The U.S. has a record number of oil rigs operating right now more working oil and gas rigs than the rest of the world combined.
7389,mostly-true,"Ive cut taxes for ... middle-class families, small businesses."
7390,true,"The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together."
7391,mostly-true,Mortgage fraud is up 400 percent in the last five years.
7392,mostly-true,Bill Clinton invited him (the Rev. Wright) to the White House when he was having his personal crises.
7393,mostly-true,Says Fulton County government hasnt raised its millage rate since 1991.
7394,mostly-true,"Under Obamacare, premiums have doubled and tripled in Wisconsin."
7395,mostly-true,We have seen hate crimes skyrocket in the wake of the immigration debate.
7396,barely-true,Connie Macks only real job in the real world was as events coordinator for Hooters!
7397,pants-fire,"Denies that he said the Obama campaign ""played the race card."""
7398,half-true,"Paul Ryans already spent millions to try and permanently derail Brad (Schneider)s progressive, energized campaign."
7399,mostly-true,"$50,000. Thats what every child owes today because Washington politicians have run up a huge spending tab and left our kids the bill."
7400,barely-true,The United States is the only major country that taxes its own exports.
7401,false,"As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group."
7402,true,The black unemployment rate (has) increased since the recovery has begun.
7403,mostly-true,The Convention Center was sold as a building that would never cost taxpayers a dime.
7404,mostly-true,Says about NSA data collection: Every member in both parties who served on the Intelligence Committee voted in favor of this.
7405,true,Says the media distortedwhat happened with a baby at his rally.
7406,half-true,"When you sanction the Iranian central bank, that will shut down (Irans) economy."
7407,half-true,On Milwaukee County governments debt burden
7408,true,Says only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.
7409,false,"After Hurricane Katrina, Dallas and San Antonio took in 5,000 to 10,000 refugees each, but (Bill) White brought in 250,000 and put them up in his buddies empty apartment buildings and let the federal government pay their rents for over two years. They did not return to New Orleans, most of them are on welfare."
7410,half-true,Says Ron Johnson referred to The Lego Movie as an insidious anti-business conspiracy.
7411,false,Says salaries and benefits for Wisconsin state employee comprised 8.5 percent of the 2009-2011 state budget.
7412,false,Mary Burke wasted 12.5 million dollars on a vacant lot in a move that could cost taxpayers nearly $25 million.
7413,half-true,More private-sector jobs were created in the second year of the Obama administration than in the eight years of the Bush administration.
7414,true,American oil production is at its highest level since 2003.
7415,half-true,A gun background check is futile. Something like 42 (people during the) last year were prosecuted for trying to buy a gun with a criminal record out of 11 million.
7416,mostly-true,Says David Vitter answered a prostitutes call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom.
7417,barely-true,"If Gov. Rick Scott activates the National Guard in anticipation of a federal disaster, the states costs, including the costs to recall any furloughed guardsmen, will be fully reimbursable by FEMA."
7418,half-true,"If you read the Arizona (immigration) law, what it says is if you are stopped for violating the law and they have a suspicion that you're illegal, they can ask you if you're legal."
7419,mostly-true,"Floridas proposed medical marijuana amendment would make Florida one of the most lenient medical-marijuana states, allowing use for limitless other conditions specified by any physician."
7420,barely-true,The state government workforce grew when Tim Kaine was governor.
7421,mostly-true,Says unions call Obamacare bad for workers.
7422,true,"President Obama budget request for veterans ismore than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third."
7423,half-true,"Today in America, 70 percent of us are earning the same or less than we were 12 years ago, and this is the first time that that has happened this side of World War II."
7424,half-true,Says Chuck Hagel opposed sanctions against Iran.
7425,false,Seventy percent of the people in the state of New Jersey want marriage equality.
7426,true,Says GOP Senate nominee Darryl Glenn said he wants to see Ted Cruz appointed to the U.S. Supreme Court.
7427,true,People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.
7428,barely-true,Governors proposed budget raids K-12 school funds to grow DHS again.
7429,mostly-true,"According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law."
7430,barely-true,Says Milwaukee County elected officials drive around in luxury cars on your dime.
7431,half-true,"In Massachusetts, Gov. Romney narrowed the gap between students of different races."
7432,pants-fire,"Ive been a cop in Lake County, Michigan, since 1982 thereabout. I conduct federal raids with the DEA and ATF and U.S. Marshals and the FBI and Texas Rangers."
7433,half-true,An average of seven children in America are killed by guns every day.
7434,pants-fire,The bill also provides full federal funding for abortions
7435,true,"We spend more on health care than any other country, but we're ranked 47th in life expectancy and 43rd in child mortality."
7436,true,"Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!"
7437,true,"Says Ohio is one of just 17 states with an estate tax, and it has the lowest threshold in the nation."
7438,half-true,Volunteer firefighters and communities they serve in Georgia and elsewhere are being devastated by Obamacare.
7439,true,[The state ethics commission] took absolutely the same percent of cuts as most other state agencies. They were somewhere in the 7 percent range same as the governors office.
7440,mostly-true,I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clintons)position.
7441,true,"Rep. Paul Ryans budget proposal cuts nothing from Medicare, Social Security or defense in the next two to three years, and in three years, he does not cut one dime from the debt."
7442,false,Says HillaryClintons immigration platform would create totally open borders.
7443,half-true,Only four countries in the world allow abortions after 20 weeks of pregnancy.
7444,pants-fire,"Wisconsin is broke, and state government is $3 billion in debt."
7445,mostly-true,Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.
7446,half-true,Says Paul Ryan backs a proposal that would be a bailout of Puerto Rico.
7447,pants-fire,"Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs."
7448,barely-true,"Says U.S. Senate opponent Tommy Thompson personally made over $3 million from a federal contract granted to his healthcare company, but left 9/11 first responders without the care they were promised."
7449,pants-fire,The Senate voted this week to allow illegal aliens access to Social Security benefits.
7450,true,"In Iraq, civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year."
7451,half-true,Obamacare has caused millions of full-time jobs to become part-time.
7452,half-true,"In the period from 2007 to 2011, the Office of Health Insurance Commissioner reported an 18 percent decline in the states total medical spending."
7453,true,"Like Marco Rubio, Sen. Barack Obama had one of the worst attendance records in the Senate."
7454,half-true,"Says if Congress doesnt avoid the sequester, tens of thousands of parents will have to scramble to find child care for their kids."
7455,half-true,Obama used to be a lawyer for ACORN.
7456,mostly-true,Lake Erie supports nearly 10 percent of Ohios jobs and generates $750 million in state and local taxes.
7457,half-true,"Citing his efforts to secure the border, Obama said, Overall, the number of people trying to cross our border illegally is the lowest it has been since the 1970s."
7458,pants-fire,Jay-Z and Beyonce Attempt to Buy Rights to Confederate Flag to Prevent Further Use.
7459,pants-fire,Say Texas U.S. Reps. Eddie Bernice Johnson and Sheila Jackson Lee are among open Socialists in Congress.
7460,false,State legislators quietly shifted $2 billion from education to road building in 2013.
7461,barely-true,"If women seeking an abortion see their ultrasound, the odds are pretty high theyre going to keep the baby."
7462,pants-fire,"The average rate of fraud in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs is 20 to 25 percent."
7463,barely-true,"Gov. McAuliffes budget would raid school, other $$ 4 Obamacare in VA."
7464,half-true,Says Connie Mack voted to redefine rape as forcible rape.
7465,mostly-true,I lowered taxes over the last two years.
7466,true,San Antonio is now the largest city in the United States ever to have an African American woman mayor.
7467,half-true,"Says Catherine Cortez Masto indicted (Brian Krolicki), who was an innocent man, in order to save Harry Reids political career"
7468,half-true,"In May we generated more jobs than all the rest of the country combined: 28,000 jobs in May for the state, 54,000 for the entire country."
7469,true,Travis County is surrounded by red counties.
7470,false,Says the national health care law puts federal bureaucrats between an American citizen and her doctor.
7471,mostly-true,"When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent."
7472,barely-true,Rhode Island Treasurer Gina Raimondo raised the mortality rate from 65 to 87 and used a 1994 annuity chart to create the pension crisis.
7473,true,Says she is co-owner of Celilo Group Media.
7474,false,Report: 3 million votes in presidential election cast by illegal aliens.
7475,pants-fire,"The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets."
7476,half-true,On whether humans contribute to global warming
7477,false,The stories from women saying he groped or forced himself on them largely have been debunked.
7478,barely-true,Says Chris Christie vetoed equal pay for women 3 times. He only let the bill pass once it became a damaging campaign issue.
7479,mostly-true,Says Donald Trump believes that states should actually have the right to lower the minimum wage below $7.25.
7480,mostly-true,"In 2010, 2,694 young people were killed by gunfire. 1,773 were victims of homicide; 67 were elementary school-age children."
7481,half-true,Democrats give Newports to the homeless to get them to the polls.
7482,barely-true,I negotiated open borders to let fleeing refugees into safety from Kosovo.
7483,true,The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.
7484,half-true,"Says Sen. Mark Begich is ineffective because he has only passed one bill, the naming of a building."
7485,false,The decision to cancel the trademark of the Washington Redskins is not the Patent and Trademark Office. This is Barack Obama.
7486,half-true,We have tougher standards holding toy gun manufacturers and sellers to account than we do for real guns.
7487,half-true,"In the last decade, the average income of the bottom 90 percent of all working Americans actually declined. The top 1 percent saw their income rise by an average of more than a quarter of a million dollars each."
7488,pants-fire,Obamacare is one big fat VA system.
7489,half-true,"He's a good man but he's a pro-life liberal. He's right on the pro-life part, but he's a liberal."
7490,half-true,Says the U.S. national debt has tripled during Rep. Greg Waldens time in Congress.
7491,half-true,"We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery."
7492,half-true,"Our county now has the fastest growing airport in America, attracting nearly 1,000 new private sector jobs."
7493,mostly-true,Providence teachers can go five or six years without an evaluation.
7494,barely-true,"I fought hard for that (state Senate) seat. I only lost by four points. I raised over $700,000."
7495,half-true,Coca-Colas CEO said he finds it easier to do work in China than in the United States.
7496,false,"Under the Iran nuclear deal, we give them $150 billion, we get nothing."
7497,true,Says Your kid just ate 16 packs of sugar.
7498,half-true,"Research shows the employer mandate in the House health reform bill would ""place millions 'at substantial risk of unemployment' with minority workers losing their jobs at twice the rate of their white counterparts."""
7499,pants-fire,"Dont believe those phony numbers when you hear 4.9 and 5 percent unemployment. The numbers probably 28, 29, as high as 35. In fact, I even heard recently 42 percent."
7500,barely-true,Says in March New Jersey was one of only eight states in the nation to lose jobs and the state with the highest loss of jobs in the nation.
7501,barely-true,Its estimated that 40 percent of all the guns that are sold in the United States occur with no background records check.
7502,pants-fire,The last Christians are about to leave Iraq.
7503,true,Young veterans have a higher unemployment rate than people who didnt serve.
7504,true,Says Iowa Senate candidate Joni Ernst promises to shut down the Department of Education and abolish the EPA.
7505,mostly-true,Says Scott Walker cut back early voting and signed legislation that would make it harder for college students to vote.
7506,false,I have never asked for nor received a single earmark or pork barrel project for my state.
7507,half-true,"The Democratic leader in the Senate, Harry Reid, has blocked any vote on the Keystone pipeline for years."
7508,false,Says Hillary Clinton wants to bring in thousands of refugees to America from all around the world without any kind of security screening.
7509,mostly-true,The Georgia Senate ethics resolution doesnt define cap.
7510,true,Georgia residents file the most insurance claims for lightning strikes in the country.
7511,half-true,"After initially agreeing with Republicans on an amount for Zika funding, Democrats derailed it."
7512,mostly-true,"We have a legal immigration system in America that accepts 1 million people a year, legally. No other country in the world even comes close to that."
7513,mostly-true,"Says in Oregon today, the average debt upon college graduation is more than $24,000."
7514,half-true,Says you cannot implement Paul Ryans plan without allowing for any increases in revenue.
7515,barely-true,"Thanks to (Rick) Perrys bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel."
7516,true,"Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax."
7517,barely-true,Undocumented students who qualify for in-state Oregon tuition are actively working toward U.S. citizenship.
7518,mostly-true,Nearly one in five women in America has been a victim of rape or attempted rape.
7519,barely-true,"Says according to recent polls,no Republican candidate is doing better against Hillary Clinton than myself."
7520,false,I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.
7521,half-true,"In the last two years, I have supported and proposed $155 billion worth of targeting cuts. Dr. Gingrey has presented zero."
7522,mostly-true,I investigated Abramoff and people ended up in jail.
7523,mostly-true,Says New Jersey Devils managing partner Jeff Vanderbeek froze all those monies during the toughest years in 08-09 and refused to give the charitable dollars that he was required to give by the contract.
7524,barely-true,"﻿﻿Since Mayor Kennedy OBrien took office Sayreville has issued 22,081 building permits! Now OBrien is holding secret meetings with big developers."
7525,true,"In 2011 alone, 269 New Jerseyans were killed by gun violence."
7526,false,Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didnt envision that the tax man would visit on the day of your death.
7527,mostly-true,"Go look on the West Point website and youll see those specific words, full scholarship to West Point. So even though it is, you know, given as a grant for anybody who gets in, those words are used."
7528,false,Federal government reneging on Medicaid payments to Wisconsin caused about $240 million in extra costs in the 2013-15 state budget.
7529,half-true,Says Rick Perry cut taxes.
7530,mostly-true,There are twice as many gun shops as McDonalds in the United States.
7531,true,"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children."
7532,mostly-true,"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States."
7533,true,"If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey."
7534,half-true,We are living with a legacy of deficit-spending that began almost a decade ago.
7535,false,The presidents first major foreign policy speech in Cairo was to apologize for our country.
7536,true,Two-thirds of our economy is a consumer economy.
7537,false,The Milwaukee Bucks are actually younger than the Marquette team.
7538,false,Says Connie Mack failed to pay his child support.
7539,mostly-true,"Now remember, property taxes went up 70 percent in the 10 years before I became governor."
7540,half-true,Says David Jolly lobbied on a plan by Rep. Paul Ryan that would turn Medicare into a voucher program.
7541,true,NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.
7542,half-true,Says Donald Trump doesnt believe in equal pay.
7543,true,Says our unemployment insurance trust fund is broke. Were over a billion dollars in debt to the federal government.
7544,pants-fire,"Of course, there is large scale voter fraud happening on and before election day."
7545,half-true,St. Pete Beachs experiences are a fair example of what could happen if Amendment 4 passes.
7546,false,Paul Ryan is one of only six House Republicans who voted for Teddy Kennedys bill to force Christian employers to hire LGBT employees.
7547,mostly-true,"Forty percent of gross domestic product is state, local, or federal money."
7548,barely-true,"During his first year, President Obama said he was going to visit Kim Jong-ll and Ahmadinejad and Assad and Chavez the worst actors in the world."
7549,pants-fire,"Says Republican state leaders are using ""Soviet-style"" budget management."
7550,false,"The vast majority of the money I got was from small donors all across the country.''	campaign-finance	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview with CNBC's John Harwood 
5802.json	true	The Democrat-controlled Senate, it hasnt passed a budget in more than 1,000 days.	deficit,federal-budget,job-accomplishments	john-boehner	Speaker of the House of Representatives	Ohio	republican	13	22	11	4	2	a video address
6153.json	half-true	The median income in America has dropped by 10 percent in the last four years.	economy,income,jobs	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a speech
6515.json	barely-true	Says U.S. Senate hopeful Tammy Baldwin voted for a $1 trillion stimulus bill that included a wasteful $800,000 to replace light bulbs.	energy,federal-budget,stimulus	crossroads-gps	Conservative advocacy group		republican	9	1	4	1	2	a television ad
385.json	true	Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.	iraq	barack-obama	President	Illinois	democrat	70	71	160	163	9	a speech in Westerville, Ohio
10932.json	barely-true	Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin are now second-best in the country for states where more than half the kids take the exam.	education,government-regulation,job-accomplishments,labor,unions	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a speech
5076.json	mostly-true	Our income, our GDP per capita, is almost 50 percent higher than (it is for) the average European.	economy	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	an editorial board meeting with an Iowa newspaper
12189.json	half-true	Says Rick Scott cut Medicaid so people cant get Obamacare.	health-care,medicaid	rick-scotts-starbucks-heckler	Activist, stay-at-home mom	Florida	activist	0	0	2	0	0	a confrontation with Rick Scott at Starbucks
945.json	half-true	The stimulus bill includes $8 billion for high-speed rail projects, such as a 'magnetic levitation' line from Las Vegas to Disneyland."""
7551,half-true,"Since Debbie Halvorson has been in politics, Illinois has lost hundreds of thousands of jobs."
7552,mostly-true,Says Ive authored the first bipartisan tax reform bill in a quarter-century.
7553,true,"Many state and federal agencies have such navigators involved in helping folks maneuver through the often complex processes associated with filing benefits claims, for example -- even buying health insurance."
7554,false,SaysJosh Mandels campaign is under FBI investigation
7555,mostly-true,Sharron Angle voted to protect sex offenders.
7556,barely-true,Says the majority of candidates in Texas 25th Congressional District live outside the district.
7557,false,I have tremendous support from women.
7558,false,Says theres not much evidence to suggest that people have (contributed to global warming) or can do very much to change anything.
7559,barely-true,Floridas revenue is growing at a faster rate than almost any state in the country.
7560,mostly-true,A poll found that 20% of young adults use (smartphones) during sex.
7561,false,"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction."""
7562,mostly-true,The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.
7563,barely-true,We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.
7564,barely-true,"A cap-and-trade bill would destroy over 50,000 jobs in Virginia."
7565,pants-fire,"Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio."
7566,true,Tells President Barack Obama that he also asked former President George W. Bush about how he felt about Americans hating him.
7567,false,"Says I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year, including negotiating with teachers to work for free."
7568,half-true,Sarah Eckhardt refused to take her own pay increases repeatedly.
7569,false,This is the year Florida becomes a majority minority state.
7570,barely-true,"We work longer hours than any people in the industrialized world, including the Japanese."
7571,false,Says Greg Abbott converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.
7572,true,Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.
7573,barely-true,Says President Barack Obamas health care law is expected to destroy 2.3 million jobs.
7574,barely-true,"John McCain ""is one of the few senators of either party who oppose this bill (to expand education aid for veterans) because he thinks it's too generous."""
7575,mostly-true,Chris Christie has led New Jersey to a record-breaking 9 credit downgrades.
7576,half-true,"In Texas, sexting is a felony sex offense for teenagers that can mean up to 10 years in prison."
7577,barely-true,I fought 38 Studios from the beginning.
7578,barely-true,Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.
7579,half-true,"In Muslim countries, under the Sharia, there is a death penalty for blaspheming Mohammad."
7580,barely-true,"After Reagan took office, ""we didn't raise taxes and we didn't cut entitlements. What we did was we cut taxes."""
7581,mostly-true,No one was taken into custody for feeding the homeless.
7582,pants-fire,Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.
7583,half-true,[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.
7584,false,Martin Luther King was a Republican.
7585,barely-true,EPA officials have commended (Koch Industries) for our commitment to a cleaner environment and called us a model for other companies.
7586,half-true,"Ohio has created 45,000 new manufacturing jobs since 2010. And thats due in large part to the fact that the auto rescue has helped Ohio."
7587,false,"West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign."
7588,barely-true,After Ronald Reagan cut taxes in 1981 the U.S. enjoyed exponential growth.
7589,barely-true,The party in the White House is responsible for a massive tax increase on the middle class.
7590,mostly-true,"If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that theyve sponsored."
7591,half-true,Portland Bureau of Transportation barely break(s) even ticketing motorists.
7592,mostly-true,Polls now show a majority of Catholics favor marriage equality.
7593,half-true,Ben Unger supported a 15 percent property tax increase on Oregon seniors.
7594,true,Salaries for Virginias teachers are below the national average.
7595,pants-fire,"Says millions of dollars in tax breaks were paid for by busting unions, cutting BadgerCare, and raising taxes on the poor and the middle class, thanks to Elizabeth Coggs help."
7596,true,"The U.S. unemployment rate has remained above 8 percent for 43 consecutive months, the longest stretch since the Great Depression."
7597,mostly-true,Thirty-one percent of school districts are still receiving less funding per pupil than they did prior to the dramatic budget cuts of 2011.
7598,false,Fewer than 10 percent of those in the House are what anyone would classify as wealthy.
7599,half-true,"In Ohio, more than half the providers of safe and legal abortion have had to shut down since Gov. John Kasich took office in 2011."
7600,true,Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.
7601,barely-true,Fiorinas plan would mean slashing Social Security and Medicare.
7602,half-true,"Says neither President Barack Obama nor Mexico President Felipe Calderon have been on the border to see whats happening to the citizens of Mexico, and for that matter the citizens of Texas."
7603,half-true,Says our national debt is greater than our gross domestic product.
7604,pants-fire,"Members of Congress specifically exempted themselves from many of the laws they have passed, such as being exempt from any fear of prosecution for sexual harassment ... (and) from the healthcare reform."
7605,true,Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.
7606,half-true,"First, he said he would take all of our troops out in six months, and now he acknowledges it would take a year."
7607,barely-true,A law that mandates fingerprinting for gun purchasers is a requirement thats reduced gun crimes in the five states where its the law.
7608,mostly-true,One generation ago we led the world in college graduation. Were 16th today.
7609,true,"The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s."
7610,mostly-true,Many types of fish and shellfish from waters across the state are labeled unsafe to eat.
7611,false,The incandescent light bulb has no effect whatever on the planet.
7612,mostly-true,"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party."
7613,false,"The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops."
7614,mostly-true,Says Texas does not regulate the appearance of some kinds of imitation firearms sold in Texas.
7615,half-true,Says Donald Trump was a Democrat longer in the last decade than he was a Republican.
7616,half-true,"Says that when adjusted for inflation and population growth, state general revenue spending has decreased 10.7 percent on his watch."
7617,true,One out of 10 minimum-wage workers in the U.S. live in Texas.
7618,mostly-true,Laurie Monnes Anderson voted to let violent criminals out of jail early.
7619,half-true,"Republicans would give seniors a (Medicare) voucher that limits whats covered, costing seniors as much as $6,400 more a year."
7620,pants-fire,Donald Trump is appealing as much to Democrats as he is to Republicans.
